0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
P,1,204,"61,75","25,63","24,27","26,48",,,,,,,,,,,,,,,,,,
O,140,"62,64","25,47","24,45","26,47",,,,,,,,,,,,,,,,,,,
R,6,"62,20","22,82","18,00","25,10",,,,,,,,,,,,,,,,,,,
C,2,"63,95","20,88","17,00","24,60",,,,,,,,,,,,,,,,,,,
U,3,"61,33","15,50","15,50","15,50",,,,,,,,,,,,,,,,,,,
S,1,"67,00","15,00","15,00","15,00",,,,,,,,,,,,,,,,,,,
P,7,760,"74,73","24,92","23,52","25,84",,,,,,,,,,,,,,,,,,
O,2,656,"76,07","25,11","23,87","26,52",,,,,,,,,,,,,,,,,,
R,220,"76,74","24,12","21,99","26,59",,,,,,,,,,,,,,,,,,,
C,24,"78,86","21,97","17,70","24,60",,,,,,,,,,,,,,,,,,,
U,3,"78,90","19,13","16,00","20,70",,,,,,,,,,,,,,,,,,,
S,11,"76,68","16,79","15,32","21,30",,,,,,,,,,,,,,,,,,,
P,3,596,"84,49","24,28","23,70","24,99",,,,,,,,,,,,,,,,,,
O,5,758,"86,02","24,13","23,79","24,70",,,,,,,,,,,,,,,,,,
R,729,"87,43","23,32","22,62","24,14",,,,,,,,,,,,,,,,,,,
C,19,"86,53","21,40","19,64","23,90",,,,,,,,,,,,,,,,,,,
U,3,"85,37","21,42","18,00","23,00",,,,,,,,,,,,,,,,,,,
S,59,"98,09","22,28","21,97","22,46",,,,,,,,,,,,,,,,,,,
794,"148,40","17,87","15,39","19,75",,,,,,,,,,,,,,,,,,,,
24,663Weighted,20%,,,,,,,,,,,,,,,,,,,,,,
LAMB/SHEEP,,,,,,,,,,,,,,,,,,,,,,,,
PIGS,,,,,,,,,,,,,,,,,,,,,,,,
Average,,,,,,,,,,,,,,,,,,,,,,,,
"4545,54646,54747,548",,,,,,,,,,,,,,,,,,,,,,,,
34,35,36,37,38,39,40Beef,A2,-Sales,Price,2018,2017,,,,,,,,,,,,,
727374757677,,,,,,,,,,,,,,,,,,,,,,,,
34,35,36,37,38,39,40Lamb,A2,-Sales,Price,2018,2017,,,,,,,,,,,,,
222324252627282930,,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_selling,Selling_min,Selling_max,From,2017/10/09,To,2017/10/15,,,,,,,,,,,,,,
Mass,Price,Price,min,max,,,,,,,,,,,,,,,,,,,,
CATTLE,,,,,,,,,,,,,,,,,,,,,,,,
A2,7731,"259,19","46,37","46,38","46,17","48,00",,,,,,,,,,,,,,,,,,
A3,847,"274,09","46,39","45,81","45,78","50,95",,,,,,,,,,,,,,,,,,
AB2,704,"261,35","45,02","45,46","43,61","48,48",,,,,,,,,,,,,,,,,,
AB3,166,"263,83","45,03","45,48","43,21","48,18",,,,,,,,,,,,,,,,,,
B2,604,"261,31","43,00","44,42","40,97","48,00",,,,,,,,,,,,,,,,,,
B3,147,"302,92","42,73","44,48","42,49","48,00",,,,,,,,,,,,,,,,,,
C2,1240,"255,48","41,24","40,61","40,93","42,80",,,,,,,,,,,,,,,,,,
C3,409,"281,92","41,67","41,04","41,14","41,50",,,,,,,,,,,,,,,,,,
11,848,,,,,,,,,,,,,,,,,,,,,,,
LAMB/SHEEP,,,,,,,,,,,,,,,,,,,,,,,,
A0,180,"13,66","65,05","64,48","48,08","69,00",,,,,,,,,,,,,,,,,,
A1,1237,"15,85","74,73","75,08","71,41","79,00",,,,,,,,,,,,,,,,,,
A2,12463,"20,15","74,34","76,67","61,50","80,03",,,,,,,,,,,,,,,,,,
A3,1761,"22,44","71,74","76,28","64,30","79,07",,,,,,,,,,,,,,,,,,
A4,203,"22,76","64,25","69,03","60,24","71,37",,,,,,,,,,,,,,,,,,
A5,44,"23,12","62,04","65,14","55,30","73,52",,,,,,,,,,,,,,,,,,
A6,170,"22,32","66,28","66,65","55,17","67,14",,,,,,,,,,,,,,,,,,
AB2,259,"19,52","63,42","63,94","62,09","68,83",,,,,,,,,,,,,,,,,,
AB3,143,"27,01","67,01","62,26","66,98","77,70",,,,,,,,,,,,,,,,,,
B2,424,"24,36","63,41","63,93","56,11","70,06",,,,,,,,,,,,,,,,,,
B3,396,"27,03","54,61","56,90","58,00","67,95",,,,,,,,,,,,,,,,,,
C2,1154,"23,98","58,27","59,48","53,88","67,00",,,,,,,,,,,,,,,,,,
C3,199,"27,33","57,71","59,78","51,45","72,07",,,,,,,,,,,,,,,,,,
18,633,,,,,,,,,,,,,,,,,,,,,,,
PIGS,Units,Avg,Avg,Purch,Purch,Purch,,,,,,,,,,,,,,,,,,
Mass,Price,Min,Max,,,,,,,,,,,,,,,,,,,,,
PP,653,"48,19","30,54","28,06","33,04",,,,,,,,,,,,,,,,,,,
PO,31,"47,89","27,37","24,96","33,00",Hide,Feedlot,"12,60",,,,,,,,,,,,,,,,
PR,12,"47,02","26,16","23,94","30,00",Veldt,"12,87",,,,,,,,,,,,,,,,,
PU,1,"42,15","20,00","20,00","20,00",Dorper,ea,"39,30",,,,,,,,,,,,,,,,
PS,5,"165,82","18,50","18,50","18,50",Merino,ea,"110,23",,,,,,,,,,,,,,,,
CP,612,"59,99","29,33","27,83","31,50",,,,,,,,,,,,,,,,,,,
CO,77,"60,68","28,84","27,26","31,48",,,,,,,,,,,,,,,,,,,
CR,9,"52,92","25,62","23,50","29,00",,,,,,,,,,,,,,,,,,,
CC,3,"63,28","21,38","21,00","21,57",,,,,,,,,,,,,,,,,,,
CU,1,"38,80","20,00","20,00","20,00",,,,,,,,,,,,,,,,,,,
BP,4470,"74,15","28,93","27,85","31,49",,,,,,,,,,,,,,,,,,,
BO,1615,"76,87","28,66","27,16","31,49",,,,,,,,,,,,,,,,,,,
BR,195,"77,20","27,64","25,59","31,42",,,,,,,,,,,,,,,,,,,
BC,15,"72,98","24,82","22,11","30,98",,,,,,,,,,,,,,,,,,,
BU,1,"79,81","22,00","22,00","22,00",,,,,,,,,,,,,,,,,,,
BS,1,"102,70","25,00","25,00","25,00",,,,,,,,,,,,,,,,,,,
HP,3040,"87,05","27,50","27,28","30,12",,,,,,,,,,,,,,,,,,,
HO,3756,"88,98","27,19","26,92","30,26",,,,,,,,,,,,,,,,,,,
HR,831,"90,59","25,29","25,02","30,42",,,,,,,,,,,,,,,,,,,
HC,61,"91,11","22,23","21,94","30,50",,,,,,,,,,,,,,,,,,,
HU,8,"93,94","19,86","19,86","19,86",,,,,,,,,,,,,,,,,,,
HS,10,"95,20","19,51","18,50","23,00",,,,,,,,,,,,,,,,,,,
SAU,457,"134,48","21,39","19,94","24,31",,,,,,,,,,,,,,,,,,,
SAB,201,"104,68","22,70","15,65","25,00",,,,,,,,,,,,,,,,,,,
16,065,,,,,,,,,,,,,,,,,,,,,,,
pages,is,"up-to-date,",accurate,and,complete.323436384042444648,,,,,,,,,,,,,,,,,,,
35363738394041Beef,A2-Sales,Price,2017,2016,,,,,,,,,,,,,,,,,,,,
545658606264666870727476,,,,,,,,,,,,,,,,,,,,,,,,
36,37,38,39,40,41Lamb,A2,-Sales,Price,2017,2016,,,,,,,,,,,,,,
202224262830,,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_selling,Selling_min,Selling_max,From,2016/10/10,To,2016/10/16,,,,,,,,,,,,,,
Mass,Price,Price,min,max,Beef,A2,-,Sales,Price,,,,,,,,,,,,,,,
CATTLE,,,,,,,,,,,,,,,,,,,,,,,,
A2,11549,262.38,37.65,37.35,36.47,40.80,,,,,,,,,,,,,,,,,,
A3,1573,274.85,38.00,37.62,36.50,40.95,,,,,,,,,,,,,,,,,,
AB2,416,257.47,36.22,36.91,32.00,39.80,,,,,,,,,,,,,,,,,,
AB3,130,284.28,36.36,37.08,34.00,39.80,,,,,,,,,,,,,,,,,,
B2,312,252.91,33.22,34.18,27.80,41.22,,,,,,,,,,,,,,,,,,
B3,83,291.26,33.97,33.94,27.12,36.50,,,,,,,,,,,,,,,,,,
C2,1518,245.73,32.35,33.29,29.45,35.96,,,,,,,,,,,,,,,,,,
C3,493,276.35,32.59,33.50,29.57,35.50,,,,,,,,,,,,,,,,,,
16,074,,,,,,,,,,,,,,,,,,,,,,,
LAMB/SHEEP,Lamb,A2,-,Sales,Price,,,,,,,,,,,,,,,,,,,
A0,396,13.35,46.77,46.75,41.42,54.70,,,,,,,,,,,,,,,,,,
A1,1757,16.69,59.09,59.41,55.02,63.00,,,,,,,,,,,,,,,,,,
A2,14711,20.06,60.88,59.68,55.87,63.98,,,,,,,,,,,,,,,,,,
A3,3122,21.80,61.53,58.94,56.04,62.52,,,,,,,,,,,,,,,,,,
A4,767,22.30,52.05,50.04,46.20,53.38,,,,,,,,,,,,,,,,,,
A5,204,22.01,47.13,45.31,39.97,49.56,,,,,,,,,,,,,,,,,,
A6,266,20.71,47.11,46.48,40.17,50.00,,,,,,,,,,,,,,,,,,
AB2,290,21.36,52.04,51.12,43.06,55.78,,,,,,,,,,,,,,,,,,
AB3,75,24.49,50.07,49.54,43.59,54.00,,,,,,,,,,,,,,,,,,
B2,420,24.43,48.81,49.85,42.00,52.58,,,,,,,,,,,,,,,,,,
B3,128,28.07,47.44,48.20,44.02,50.95,,,,,,,,,,,,,,,,,,
C2,1173,24.80,46.23,46.69,40.50,55.22,,,,,,,,,,,,,,,,,,
C3,401,27.03,46.51,44.59,38.39,51.37,,,,,,,,,,,,,,,,,,
23,710,,,,,,,,,,,,,,,,,,,,,,,
Units,Avg_mass,Avg_purch,Purch_min,Purch_maxAvg,,,,,,,,,,,,,,,,,,,,
Price,Min,Max,,,,,,,,,,,,,,,,,,,,,,
BP,7438,74.04,24.62,22.30,27.00,,,,,,,,,,,,,,,,,,,
BO,2817,75.61,24.71,22.30,26.50,,,,,,,,,,,,,,,,,,,
BR,302,77.16,24.26,22.49,26.50,,,,,,,,,,,,,,,,,,,
BC,36,76.44,21.45,17.58,26.50,,,,,,,,,,,,,,,,,,,
BU,14,77.20,20.14,13.00,24.60,,,,,,,,,,,,,,,,,,,
BS,5,76.98,23.13,19.00,25.00,,,,,,,,,,,,,,,,,,,
PP,2212,51.57,25.89,20.44,26.41,,,,,,,,,,,,,,,,,,,
PO,128,50.90,25.76,23.50,28.00,,,,,,,,,,,,,,,,,,,
PR,24,48.89,24.35,20.00,26.00,,,,,,,,,,,,,,,,,,,
PC,3,52.50,25.00,25.00,25.00,,,,,,,,,,,,,,,,,,,
PS,7,40.51,24.04,20.00,24.04,,,,,,,,,,,,,,,,,,,
SAB,184,127.22,14.79,8.00,28.00,,,,,,,,,,,,,,,,,,,
HP,3819,84.98,23.89,22.30,25.22,,,,,,,,,,,,,,,,,,,
HO,3855,85.90,23.95,22.30,25.07,Hide,Feedlot,15.47,,,,,,,,,,,,,,,,
HR,650,87.38,23.18,12.10,24.50,Veldt,15.26,,,,,,,,,,,,,,,,,
HC,46,86.33,20.03,11.40,23.50,Dorper,ea,30.36,,,,,,,,,,,,,,,,
HU,8,89.38,18.26,13.00,23.50,Merino,ea,77.50,,,,,,,,,,,,,,,,
HS,11,94.39,10.73,9.40,14.64,,,,,,,,,,,,,,,,,,,
CP,1423,61.13,24.98,22.40,27.00,,,,,,,,,,,,,,,,,,,
CO,254,62.55,25.18,22.40,25.75,,,,,,,,,,,,,,,,,,,
CR,22,62.92,24.40,15.30,25.50,,,,,,,,,,,,,,,,,,,
CC,3,61.60,19.13,16.00,24.60,,,,,,,,,,,,,,,,,,,
CU,2,63.50,21.50,21.50,21.50,,,,,,,,,,,,,,,,,,,
CS,2,59.30,11.00,11.00,11.00,,,,,,,,,,,,,,,,,,,
SAS,695,157.58,17.09,15.50,19.80,,,,,,,,,,,,,,,,,,,
23,960,,,,,,,,,,,,,,,,,,,,,,,
31323334353637383940412016,,,,,,,,,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,,,,,,,,
53555759616365,,,,,,,,,,,,,,,,,,,,,,,,
31323334353637383940412016,,,,,,,,,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,,,,,,,,
202122232425,,,,,,,,,,,,,,,,,,,,,,,,
31323334353637383940412016,,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_selling,Selling_min,Selling_max2018/10/08,To,2018/10/14,,,,,,,,,,,,,,,,
A2,6,942,"274,80","45,49","45,86","43,99","46,87",Hide,Feedlot,"5,19",,,,,,,,,,,,,,
A3,1,041,"290,15","45,65","46,14","45,40","47,18",Hide,Field,"4,82",,,,,,,,,,,,,,
AB2,456,"275,65","44,43","44,81","43,56","46,05",Dorper,ea,"31,25",,,,,,,,,,,,,,,
AB3,106,"311,73","44,17","45,05","43,95","46,15",Merino,ea,"92,87",,,,,,,,,,,,,,,
B2,350,"269,36","40,47","42,49","40,31","44,36",,,,,,,,,,,,,,,,,,
B3,149,"297,13","40,54","42,91","41,78","44,01",,,,,,,,,,,,,,,,,,
C2,1,623,"273,94","39,58","40,76","39,34","42,24",,,,,,,,,,,,,,,,,
C3,647,"299,29","39,58","41,34","39,89","42,17",,,,,,,,,,,,,,,,,,
11,314,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_Selling,Selling_Min,Selling_Max,,,,,,,,,,,,,,,,,,
A0,21,"13,04","54,10","62,50","60,60","69,00",,,,,,,,,,,,,,,,,,
A1,208,"14,39","73,39","70,13","68,51","75,00",,,,,,,,,,,,,,,,,,
A2,6,437,"22,04","74,18","74,04","71,51","81,55",,,,,,,,,,,,,,,,,
A3,583,"24,31","75,25","74,11","71,10","82,10",,,,,,,,,,,,,,,,,,
A4,22,"22,84","70,05","68,41","62,58","78,50",,,,,,,,,,,,,,,,,,
A5,2,"19,40","57,73","53,83","53,83","53,83",,,,,,,,,,,,,,,,,,
A6,10,"24,85","62,25","57,99","52,28","77,50",,,,,,,,,,,,,,,,,,
AB2,77,"23,17","69,79","70,76","63,56","73,48",,,,,,,,,,,,,,,,,,
AB3,20,"28,97","72,16","73,56","73,23","74,36",,,,,,,,,,,,,,,,,,
B2,87,"23,76","64,44","66,86","59,11","70,26",,,,,,,,,,,,,,,,,,
B3,9,"28,50","60,75","64,96","55,15","68,00",,,,,,,,,,,,,,,,,,
C2,566,"25,51","61,45","64,10","54,15","71,75",,,,,,,,,,,,,,,,,,
C3,120,"29,73","59,01","60,80","53,92","71,88",,,,,,,,,,,,,,,,,,
8,162,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Purch_min,Purch_max,,,,,,,,,,,,,,,,,,,
P,1,699,"50,34","28,17","24,62","29,50",,,,,,,,,,,,,,,,,,
O,75,"50,29","28,07","23,74","29,50",,,,,,,,,,,,,,,,,,,
R,10,"49,98","27,89","25,00","29,00",,,,,,,,,,,,,,,,,,,
C,2,"53,10","23,42","17,00","28,50",,,,,,,,,,,,,,,,,,,
S,1,"32,20","26,10","26,10","26,10",,,,,,,,,,,,,,,,,,,
P,1,415,"61,69","26,95","24,68","28,46",,,,,,,,,,,,,,,,,,
O,166,"62,18","27,04","25,69","28,24",,,,,,,,,,,,,,,,,,,
R,24,"62,63","25,83","22,70","26,88",,,,,,,,,,,,,,,,,,,
C,2,"59,70","17,00","17,00","17,00",,,,,,,,,,,,,,,,,,,
U,1,"56,20","15,00","15,00","15,00",,,,,,,,,,,,,,,,,,,
S,3,"65,67","19,47","16,00","26,10",,,,,,,,,,,,,,,,,,,
P,7,900,"74,45","26,15","23,79","27,50",,,,,,,,,,,,,,,,,,
O,2,134,"76,27","26,16","24,62","27,27",,,,,,,,,,,,,,,,,,
R,209,"76,84","25,16","24,19","26,75",,,,,,,,,,,,,,,,,,,
C,21,"75,55","22,57","17,63","26,20",,,,,,,,,,,,,,,,,,,
U,7,"73,01","26,21","26,10","26,50",,,,,,,,,,,,,,,,,,,
S,2,"85,55","26,33","26,10","26,50",,,,,,,,,,,,,,,,,,,
P,3,482,"84,86","24,97","21,40","26,41",,,,,,,,,,,,,,,,,,
O,5,448,"85,97","25,40","23,77","26,65",,,,,,,,,,,,,,,,,,
R,719,"87,49","24,79","23,45","26,37",,,,,,,,,,,,,,,,,,,
C,56,"84,94","24,50","21,10","27,25",,,,,,,,,,,,,,,,,,,
U,2,"83,45","23,20","21,00","25,40",,,,,,,,,,,,,,,,,,,
S,93,"96,33","24,22","22,75","27,25",,,,,,,,,,,,,,,,,,,
1,053,"137,47","19,85","16,84","21,55",,,,,,,,,,,,,,,,,,,
24,524,,,,,,,,,,,,,,,,,,,,,,,
LAMB/SHEEP,,,,,,,,,,,,,,,,,,,,,,,,
PIGS,,,,,,,,,,,,,,,,,,,,,,,,
Average20,-,"55,99",kg,56,-,"64,99",kgWeighted,20%,,,,,,,,,,,,,,,,
Weighted,"20%4545,54646,54747,548",,,,,,,,,,,,,,,,,,,,,,,
35,36,37,38,39,40,41Beef,A2,-Sales,Price,2018,2017,,,,,,,,,,,,,
727374757677,,,,,,,,,,,,,,,,,,,,,,,,
35,36,37,38,39,40,41Lamb,A2,-Sales,Price,2018,2017,,,,,,,,,,,,,
222324252627282930,,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_selling,Selling_min,Selling_max,From,2016/10/17,To,2016/10/23,,,,,,,,,,,,,,
Mass,Price,Price,min,max,Beef,A2,-,Sales,Price,,,,,,,,,,,,,,,
CATTLE,,,,,,,,,,,,,,,,,,,,,,,,
A2,12934,260.91,37.76,37.34,35.60,39.80,,,,,,,,,,,,,,,,,,
A3,1819,275.08,37.94,37.20,36.00,39.80,,,,,,,,,,,,,,,,,,
AB2,511,264.65,35.94,36.23,31.94,39.28,,,,,,,,,,,,,,,,,,
AB3,126,284.57,36.07,35.94,33.00,38.90,,,,,,,,,,,,,,,,,,
B2,380,252.58,33.29,33.80,27.93,40.06,,,,,,,,,,,,,,,,,,
B3,89,297.77,33.72,33.93,29.00,40.06,,,,,,,,,,,,,,,,,,
C2,1889,246.75,32.47,32.95,30.00,35.96,,,,,,,,,,,,,,,,,,
C3,461,284.08,32.57,32.81,30.29,35.50,,,,,,,,,,,,,,,,,,
18,209,,,,,,,,,,,,,,,,,,,,,,,
Units,Avg,Avg,Purch,Avg,Selling,Selling,Selling,,,,,,,,,,,,,,,,,
Mass,Price,Price,min,max,Lamb,A2,-,Sales,Price,,,,,,,,,,,,,,,
SHEEP,,,,,,,,,,,,,,,,,,,,,,,,
A0,296,13.70,45.53,47.02,41.50,53.25,,,,,,,,,,,,,,,,,,
A1,2078,17.02,55.85,58.69,49.00,53.73,,,,,,,,,,,,,,,,,,
A2,14535,20.21,57.81,59.06,55.92,62.83,,,,,,,,,,,,,,,,,,
A3,2768,21.93,58.63,58.62,55.33,62.35,,,,,,,,,,,,,,,,,,
A4,698,22.48,49.48,51.01,44.33,54.47,,,,,,,,,,,,,,,,,,
A5,210,22.30,46.01,47.45,39.97,51.17,,,,,,,,,,,,,,,,,,
A6,343,20.90,48.09,46.47,46.39,52.00,,,,,,,,,,,,,,,,,,
AB2,165,21.91,50.05,52.18,45.09,58.85,,,,,,,,,,,,,,,,,,
AB3,24,27.44,52.25,53.53,50.76,58.00,,,,,,,,,,,,,,,,,,
B2,428,25.12,45.01,50.86,42.00,55.28,,,,,,,,,,,,,,,,,,
B3,64,28.42,46.05,47.76,43.00,54.00,,,,,,,,,,,,,,,,,,
C2,1057,25.34,42.98,44.32,35.54,48.58,,,,,,,,,,,,,,,,,,
C3,318,28.48,45.20,45.65,41.00,51.07,,,,,,,,,,,,,,,,,,
22,984,,,,,,,,,,,,,,,,,,,,,,,
PIGS,Units,Avg,Avg,Purch,Purch,Purch,Baconer,BO,-,Purchase,Price,,,,,,,,,,,,,
Mass,Price,Min,Max,,,,,,,,,,,,,,,,,,,,,
BP,7044,74.09,24.79,22.30,27.00,,,,,,,,,,,,,,,,,,,
BO,3006,75.32,25.88,22.30,54.41,,,,,,,,,,,,,,,,,,,
BR,343,77.34,24.60,23.17,26.50,,,,,,,,,,,,,,,,,,,
BC,19,74.58,20.55,17.46,24.60,,,,,,,,,,,,,,,,,,,
BU,7,70.28,20.63,16.00,24.60,,,,,,,,,,,,,,,,,,,
PP,2446,52.22,26.16,21.71,27.97,,,,,,,,,,,,,,,,,,,
PO,191,48.55,25.85,24.05,27.81,,,,,,,,,,,,,,,,,,,
PR,15,49.47,25.22,23.73,26.00,,,,,,,,,,,,,,,,,,,
PC,1,35.60,25.50,25.50,25.50,,,,,,,,,,,,,,,,,,,
PU,1,38.80,25.50,25.50,25.50,,,,,,,,,,,,,,,,,,,
PS,3,50.00,25.50,25.50,25.50,,,,,,,,,,,,,,,,,,,
SAB,166,121.24,14.75,7.22,18.50,,,,,,,,,,,,,,,,,,,
HP,3827,84.13,23.96,22.30,25.62,Hide,Feedlot,15.46,,,,,,,,,,,,,,,,
HO,4327,85.98,23.97,22.30,25.82,Veldt,15.34,,,,,,,,,,,,,,,,,
HR,761,87.60,23.18,12.10,24.50,Dorper,ea,34.58,,,,,,,,,,,,,,,,
HC,77,87.02,21.01,15.00,26.00,Merino,ea,80.38,,,,,,,,,,,,,,,,
HU,6,87.37,17.92,13.00,23.50,,,,,,,,,,,,,,,,,,,
HS,4,92.64,13.85,11.00,18.00,,,,,,,,,,,,,,,,,,,
CP,1772,61.19,25.37,22.40,27.00,,,,,,,,,,,,,,,,,,,
CO,231,62.67,25.22,24.00,26.47,,,,,,,,,,,,,,,,,,,
CR,19,60.72,25.14,25.00,25.50,,,,,,,,,,,,,,,,,,,
CC,1,65.40,26.40,26.40,26.40,,,,,,,,,,,,,,,,,,,
SAS,677,151.71,16.48,15.50,20.00,,,,,,,,,,,,,,,,,,,
24,944,,,,,,,,,,,,,,,,,,,,,,,
323334353738394041422016,,,,,,,,,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,,,,,,,,
53555759616365,,,,,,,,,,,,,,,,,,,,,,,,
323334353738394041422016,,,,,,,,,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,,,,,,,,
2021222324252627,,,,,,,,,,,,,,,,,,,,,,,,
323334353738394041422016,,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_selling,Selling_min,Selling_max,From,2017/10/16,To,2017/10/22,,,,,,,,,,,,,,
Mass,Price,Price,min,max,,,,,,,,,,,,,,,,,,,,
CATTLE,,,,,,,,,,,,,,,,,,,,,,,,
A2,8512,"258,75","44,82","44,46","37,75","46,57",,,,,,,,,,,,,,,,,,
A3,833,"287,99","45,98","45,87","45,08","48,21",,,,,,,,,,,,,,,,,,
AB2,621,"271,15","44,86","44,97","43,07","47,90",,,,,,,,,,,,,,,,,,
AB3,86,"290,63","44,22","44,77","42,50","46,60",,,,,,,,,,,,,,,,,,
B2,435,"255,99","41,69","42,29","38,57","47,69",,,,,,,,,,,,,,,,,,
B3,146,"283,32","41,71","41,53","41,48","46,20",,,,,,,,,,,,,,,,,,
C2,1090,"268,46","41,01","40,56","40,38","45,00",,,,,,,,,,,,,,,,,,
C3,480,"288,00","41,17","40,98","40,77","45,00",,,,,,,,,,,,,,,,,,
12,203,,,,,,,,,,,,,,,,,,,,,,,
LAMB/SHEEP,,,,,,,,,,,,,,,,,,,,,,,,
A0,98,"13,42","66,90","67,18","53,53","59,91",,,,,,,,,,,,,,,,,,
A1,920,"16,35","75,69","72,80","74,77","74,81",,,,,,,,,,,,,,,,,,
A2,10737,"20,96","77,11","72,36","68,36","77,50",,,,,,,,,,,,,,,,,,
A3,2329,"23,57","77,61","71,43","67,96","79,09",,,,,,,,,,,,,,,,,,
A4,378,"26,06","73,33","72,33","59,53","77,80",,,,,,,,,,,,,,,,,,
A5,41,"26,10","60,86","53,07","51,21","63,27",,,,,,,,,,,,,,,,,,
A6,49,"26,14","60,69","53,51","50,39","62,00",,,,,,,,,,,,,,,,,,
AB2,244,"20,98","67,39","68,95","56,69","77,50",,,,,,,,,,,,,,,,,,
AB3,30,"22,42","63,54","64,27","56,00","79,09",,,,,,,,,,,,,,,,,,
B2,306,"24,13","59,56","62,13","54,00","63,00",,,,,,,,,,,,,,,,,,
B3,45,"25,60","59,17","58,71","53,44","63,33",,,,,,,,,,,,,,,,,,
C2,1211,"23,68","56,37","56,98","30,48","62,00",,,,,,,,,,,,,,,,,,
C3,235,"27,99","56,96","56,72","50,89","62,00",,,,,,,,,,,,,,,,,,
16,623,,,,,,,,,,,,,,,,,,,,,,,
PIGS,Units,Avg,Avg,Purch,Purch,Purch,,,,,,,,,,,,,,,,,,
Mass,Price,Min,Max,Hide,Feedlot,"12,73",,,,,,,,,,,,,,,,,,
PP,1591,"52,80","30,54","25,18","31,97",Veldt,"13,02",,,,,,,,,,,,,,,,,
PO,111,"50,84","30,31","29,31","31,36",Dorper,ea,"37,30",,,,,,,,,,,,,,,,
PR,27,"49,23","29,08","26,45","30,25",Merino,ea,"94,32",,,,,,,,,,,,,,,,
PC,5,"50,78","25,84","19,00","31,00",,,,,,,,,,,,,,,,,,,
PU,1,"48,40","19,00","19,00","19,00",,,,,,,,,,,,,,,,,,,
PS,9,"38,54","20,36","17,00","29,50",,,,,,,,,,,,,,,,,,,
CP,1103,"61,60","29,76","27,57","31,50",,,,,,,,,,,,,,,,,,,
CO,128,"62,61","29,46","26,86","31,50",,,,,,,,,,,,,,,,,,,
CR,15,"62,99","28,82","25,50","29,30",,,,,,,,,,,,,,,,,,,
CC,5,"62,62","22,95","19,36","28,60",,,,,,,,,,,,,,,,,,,
CS,1,"20,60","20,00","20,00","20,00",,,,,,,,,,,,,,,,,,,
BP,6789,"73,93","29,00","26,79","31,46",,,,,,,,,,,,,,,,,,,
BO,1844,"75,82","28,57","26,90","30,53",,,,,,,,,,,,,,,,,,,
BR,186,"76,30","27,42","25,50","29,26",,,,,,,,,,,,,,,,,,,
BC,19,"74,36","25,82","21,77","28,60",,,,,,,,,,,,,,,,,,,
BS,8,"70,28","27,72","23,30","29,75",,,,,,,,,,,,,,,,,,,
HP,4515,"85,74","27,39","26,71","30,11",,,,,,,,,,,,,,,,,,,
HO,5592,"87,56","27,58","26,61","31,48",,,,,,,,,,,,,,,,,,,
HR,920,"89,71","26,04","24,30","31,34",,,,,,,,,,,,,,,,,,,
HC,71,"88,04","23,86","21,58","31,21",,,,,,,,,,,,,,,,,,,
HU,20,"88,13","25,81","20,15","28,00",,,,,,,,,,,,,,,,,,,
HS,6,"87,10","27,50","27,50","27,50",,,,,,,,,,,,,,,,,,,
SAU,656,"131,89","21,41","16,61","25,00",,,,,,,,,,,,,,,,,,,
SAB,540,"135,83","17,27","16,56","25,00",,,,,,,,,,,,,,,,,,,
24,162,,,,,,,,,,,,,,,,,,,,,,,
complete.323436384042444648,,,,,,,,,,,,,,,,,,,,,,,,
363738394042Beef,A2-Sales,Price,2017,2016,,,,,,,,,,,,,,,,,,,,
545658606264666870727476,,,,,,,,,,,,,,,,,,,,,,,,
363738394042Lamb,A2,-Sales,Price,2017,2016,,,,,,,,,,,,,,,,,,,
202224262830,,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_selling,Selling_min,Selling_max,From,2017/10/23,To,2017/10/29,,,,,,,,,,,,,,
Mass,Price,Price,min,max,,,,,,,,,,,,,,,,,,,,
CATTLE,,,,,,,,,,,,,,,,,,,,,,,,
A2,14940,"259,64","45,83","45,83","44,18","47,79",,,,,,,,,,,,,,,,,,
A3,1740,"281,30","45,95","45,82","44,57","47,52",,,,,,,,,,,,,,,,,,
AB2,1505,"269,01","45,17","45,12","44,11","47,45",,,,,,,,,,,,,,,,,,
AB3,294,"286,04","44,97","45,37","43,77","46,54",,,,,,,,,,,,,,,,,,
